Location,Household Type,TimeFrame,DataFormat,Data,Fips,Median_Income
Upper East Side,Families with Children,"2006",Dollars,"254220.1215","108","254220"
Upper West Side,Families with Children,"2006",Dollars,"254220.1215","107","254220"
Chelsea/Clinton,Families with Children,"2006",Dollars,"91437.89332","104","91438"
Midtown Business District,Families with Children,"2006",Dollars,"91437.89332","105","91438"
Murray Hill/Stuyvesant,Families with Children,"2006",Dollars,"170253.7576","106","170254"
Lower East Side,Families with Children,"2006",Dollars,"39343.10601","103","39343"
Battery Park/Tribeca,Families with Children,"2006",Dollars,"199472.5473","101","199473"
Greenwich Village,Families with Children,"2006",Dollars,"199472.5473","102","199473"
Tottenville,Families with Children,"2006",Dollars,"124940.292","503","124940"
South Beach,Families with Children,"2006",Dollars,"96770.16036","502","96770"
St. George,Families with Children,"2006",Dollars,"78894.67252","501","78895"
Williamsburg/Greenpoint,Families with Children,"2006",Dollars,"29148.87914","301","29149"
Bushwick,Families with Children,"2006",Dollars,"34608.25625","304","34608"
Bedford Stuyvesant,Families with Children,"2006",Dollars,"32907.52363","303","32908"
Fort Greene/Brooklyn Hts,Families with Children,"2006",Dollars,"87648.7424","302","87649"
Park Slope,Families with Children,"2006",Dollars,"103266.7556","306","103267"
Crown Heights North,Families with Children,"2006",Dollars,"46236.2846","308","46236"
Brownsville,Families with Children,"2006",Dollars,"28906.09892","316","28906"
East New York,Families with Children,"2006",Dollars,"39416.82984","305","39417"
Canarsie,Families with Children,"2006",Dollars,"83159.21506","318","83159"
East Flatbush,Families with Children,"2006",Dollars,"43803.39804","317","43803"
Crown Heights South,Families with Children,"2006",Dollars,"42579.32816","309","42579"
Sunset Park,Families with Children,"2006",Dollars,"51668.9686","307","51669"
Bay Ridge,Families with Children,"2006",Dollars,"78065.91492","310","78066"
Borough Park,Families with Children,"2006",Dollars,"52521.87711","312","52522"
Flatbush/Midwood,Families with Children,"2006",Dollars,"56200.44227","314","56200"
Sheepshead Bay,Families with Children,"2006",Dollars,"72254.44294","315","72254"
Bensonhurst,Families with Children,"2006",Dollars,"57988.88082","311","57989"
Coney Island,Families with Children,"2006",Dollars,"63713.91796","313","63714"
Astoria,Families with Children,"2006",Dollars,"46357.03916","401","46357"
Jackson Heights,Families with Children,"2006",Dollars,"49979.67589","403","49980"
Flushing,Families with Children,"2006",Dollars,"72432.39703","407","72432"
Bayside,Families with Children,"2006",Dollars,"112445.3731","411","112445"
Queens Village,Families with Children,"2006",Dollars,"80904.28258","413","80904"
Fresh Meadows/Briarwood,Families with Children,"2006",Dollars,"74538.61074","408","74539"
Elmhurst/Corona,Families with Children,"2006",Dollars,"48060.31398","404","48060"
Rego Park/Forest Hills,Families with Children,"2006",Dollars,"94292.78528","406","94293"
Sunnyside/Woodside,Families with Children,"2006",Dollars,"45682.08474","402","45682"
Ridgewood/Glendale,Families with Children,"2006",Dollars,"72035.81364","405","72036"
Woodhaven,Families with Children,"2006",Dollars,"65859.53579","409","65860"
Jamaica/St. Albans,Families with Children,"2006",Dollars,"65994.27245","412","65994"
Howard Beach,Families with Children,"2006",Dollars,"73008.2056","410","73008"
The Rockaways,Families with Children,"2006",Dollars,"58601.55132","414","58602"
Bronx,Families with Children,"2006",Dollars,"37126.30655","36005","37126"
Brooklyn,Families with Children,"2006",Dollars,"51379.15766","36047","51379"
Manhattan,Families with Children,"2006",Dollars,"86948.36597","36061","86948"
Queens,Families with Children,"2006",Dollars,"66620.92505","36081","66621"
Staten Island,Families with Children,"2006",Dollars,"98525.5503","36085","98526"
New York City,Families with Children,"2006",Dollars,"58070.23126","3651000","58070"
Riverdale,Families without Children,"2006",Dollars,"81424.16273","208","81424"
Williamsbridge,Families without Children,"2006",Dollars,"76646.09554","212","76646"
Throgs Neck,Families without Children,"2006",Dollars,"77581.62559","210","77582"
Pelham Parkway,Families without Children,"2006",Dollars,"66624.73835","211","66625"
Morrisania,Families without Children,"2006",Dollars,"38375.79845","203","38376"
East Tremont,Families without Children,"2006",Dollars,"38375.79845","206","38376"
Bedford Park,Families without Children,"2006",Dollars,"44538.09419","207","44538"
University Heights,Families without Children,"2006",Dollars,"33667.6418","205","33668"
Concourse/Highbridge,Families without Children,"2006",Dollars,"43320.37981","204","43320"
Unionport/Soundview,Families without Children,"2006",Dollars,"58588.84031","209","58589"
Mott Haven,Families without Children,"2006",Dollars,"36690.31904","201","36690"
Hunts Point,Families without Children,"2006",Dollars,"36690.31904","202","36690"
Washington Heights,Families without Children,"2006",Dollars,"52767.19953","112","52767"
Manhattanville,Families without Children,"2006",Dollars,"54405.64821","109","54406"
Central Harlem,Families without Children,"2006",Dollars,"45609.63201","110","45610"
East Harlem,Families without Children,"2006",Dollars,"45079.58305","111","45080"
Upper East Side,Families without Children,"2006",Dollars,"204354.8447","108","204355"
Upper West Side,Families without Children,"2006",Dollars,"159484.9933","107","159485"
Chelsea/Clinton,Families without Children,"2006",Dollars,"144765.6482","104","144766"
Midtown Business District,Families without Children,"2006",Dollars,"144765.6482","105","144766"
Murray Hill/Stuyvesant,Families without Children,"2006",Dollars,"170150.7985","106","170151"
Lower East Side,Families without Children,"2006",Dollars,"49467.42235","103","49467"
Battery Park/Tribeca,Families without Children,"2006",Dollars,"167721.7252","101","167722"
Greenwich Village,Families without Children,"2006",Dollars,"167721.7252","102","167722"
Tottenville,Families without Children,"2006",Dollars,"109668.0182","503","109668"
South Beach,Families without Children,"2006",Dollars,"91511.61715","502","91512"
St. George,Families without Children,"2006",Dollars,"100753.7897","501","100754"
Williamsburg/Greenpoint,Families without Children,"2006",Dollars,"57719.40749","301","57719"
Bushwick,Families without Children,"2006",Dollars,"44744.01249","304","44744"
Bedford Stuyvesant,Families without Children,"2006",Dollars,"46654.4767","303","46654"
Fort Greene/Brooklyn Hts,Families without Children,"2006",Dollars,"72502.30756","302","72502"
Park Slope,Families without Children,"2006",Dollars,"115883.7002","306","115884"
Crown Heights North,Families without Children,"2006",Dollars,"71321.4551","308","71321"
Brownsville,Families without Children,"2006",Dollars,"46761.24916","316","46761"
East New York,Families without Children,"2006",Dollars,"54625.54862","305","54626"
Canarsie,Families without Children,"2006",Dollars,"91774.73498","318","91775"
East Flatbush,Families without Children,"2006",Dollars,"68114.46826","317","68114"
Crown Heights South,Families without Children,"2006",Dollars,"54014.14922","309","54014"
Sunset Park,Families without Children,"2006",Dollars,"64046.94632","307","64047"
Bay Ridge,Families without Children,"2006",Dollars,"89057.12188","310","89057"
Borough Park,Families without Children,"2006",Dollars,"59812.9102","312","59813"
Flatbush/Midwood,Families without Children,"2006",Dollars,"52830.75456","314","52831"
Sheepshead Bay,Families without Children,"2006",Dollars,"71174.00743","315","71174"
Bensonhurst,Families without Children,"2006",Dollars,"64645.63471","311","64646"
Coney Island,Families without Children,"2006",Dollars,"56330.09453","313","56330"
Astoria,Families without Children,"2006",Dollars,"64062.19953","401","64062"
Jackson Heights,Families without Children,"2006",Dollars,"75156.36563","403","75156"
Flushing,Families without Children,"2006",Dollars,"77401.1293","407","77401"
Bayside,Families without Children,"2006",Dollars,"97663.74409","411","97664"
Queens Village,Families without Children,"2006",Dollars,"100324.1577","413","100324"
Fresh Meadows/Briarwood,Families without Children,"2006",Dollars,"80590.32073","408","80590"
Elmhurst/Corona,Families without Children,"2006",Dollars,"62275.03207","404","62275"
Rego Park/Forest Hills,Families without Children,"2006",Dollars,"93639.43957","406","93639"
Sunnyside/Woodside,Families without Children,"2006",Dollars,"62302.99629","402","62303"
Ridgewood/Glendale,Families without Children,"2006",Dollars,"70365.58744","405","70366"
Woodhaven,Families without Children,"2006",Dollars,"84970.53342","409","84971"
Jamaica/St. Albans,Families without Children,"2006",Dollars,"72801.01621","412","72801"
Howard Beach,Families without Children,"2006",Dollars,"79670.04389","410","79670"
The Rockaways,Families without Children,"2006",Dollars,"77576.54119","414","77577"
Bronx,Families without Children,"2006",Dollars,"56809.29946","36005","56809"
Brooklyn,Families without Children,"2006",Dollars,"65321.86023","36047","65322"
Manhattan,Families without Children,"2006",Dollars,"91851.00101","36061","91851"
Queens,Families without Children,"2006",Dollars,"77941.34706","36081","77941"
Staten Island,Families without Children,"2006",Dollars,"101713.4706","36085","101713"
New York City,Families without Children,"2006",Dollars,"73271.32343","3651000","73271"
Riverdale,All Households,"2007",Dollars,"63296.74491","208","63297"
Williamsbridge,All Households,"2007",Dollars,"57447.76921","212","57448"
Throgs Neck,All Households,"2007",Dollars,"65377.01248","210","65377"
Pelham Parkway,All Households,"2007",Dollars,"54800.15594","211","54800"
Morrisania,All Households,"2007",Dollars,"25534.26461","203","25534"
East Tremont,All Households,"2007",Dollars,"25534.26461","206","25534"
Bedford Park,All Households,"2007",Dollars,"37405.26264","207","37405"
University Heights,All Households,"2007",Dollars,"29808.51609","205","29809"
Concourse/Highbridge,All Households,"2007",Dollars,"30677.45732","204","30677"
Unionport/Soundview,All Households,"2007",Dollars,"41486.69074","209","41487"
Mott Haven,All Households,"2007",Dollars,"25743.1566","201","25743"
Hunts Point,All Households,"2007",Dollars,"25743.1566","202","25743"
Washington Heights,All Households,"2007",Dollars,"43825.29219","112","43825"
Manhattanville,All Households,"2007",Dollars,"51745.88313","109","51746"
Central Harlem,All Households,"2007",Dollars,"38602.99245","110","38603"
East Harlem,All Households,"2007",Dollars,"37942.9432","111","37943"
Upper East Side,All Households,"2007",Dollars,"127128.6983","108","127129"
Upper West Side,All Households,"2007",Dollars,"107300.0279","107","107300"
Chelsea/Clinton,All Households,"2007",Dollars,"98127.32108","104","98127"
Midtown Business District,All Households,"2007",Dollars,"98127.32108","105","98127"
Murray Hill/Stuyvesant,All Households,"2007",Dollars,"119803.8821","106","119804"
Lower East Side,All Households,"2007",Dollars,"39600.4826","103","39600"
Battery Park/Tribeca,All Households,"2007",Dollars,"129749.1185","101","129749"
Greenwich Village,All Households,"2007",Dollars,"129749.1185","102","129749"
Tottenville,All Households,"2007",Dollars,"96896.21799","503","96896"
South Beach,All Households,"2007",Dollars,"84519.67663","502","84520"
St. George,All Households,"2007",Dollars,"69213.70322","501","69214"
Williamsburg/Greenpoint,All Households,"2007",Dollars,"50475.22653","301","50475"
Bushwick,All Households,"2007",Dollars,"38973.80663","304","38974"
Bedford Stuyvesant,All Households,"2007",Dollars,"38756.26231","303","38756"
Fort Greene/Brooklyn Hts,All Households,"2007",Dollars,"79163.88378","302","79164"
Park Slope,All Households,"2007",Dollars,"94302.99081","306","94303"
Crown Heights North,All Households,"2007",Dollars,"43904.39921","308","43904"
Brownsville,All Households,"2007",Dollars,"31267.05187","316","31267"
East New York,All Households,"2007",Dollars,"40010.8503","305","40011"
Canarsie,All Households,"2007",Dollars,"75476.75476","318","75477"
East Flatbush,All Households,"2007",Dollars,"53251.38871","317","53251"
Crown Heights South,All Households,"2007",Dollars,"48072.35062","309","48072"
Sunset Park,All Households,"2007",Dollars,"47697.8283","307","47698"
Bay Ridge,All Households,"2007",Dollars,"60848.13526","310","60848"
Borough Park,All Households,"2007",Dollars,"46998.22554","312","46998"
Flatbush/Midwood,All Households,"2007",Dollars,"50944.92449","314","50945"
Sheepshead Bay,All Households,"2007",Dollars,"55987.99737","315","55988"
Bensonhurst,All Households,"2007",Dollars,"51288.54563","311","51289"
Coney Island,All Households,"2007",Dollars,"38652.43434","313","38652"
Astoria,All Households,"2007",Dollars,"57416.86802","401","57417"
Jackson Heights,All Households,"2007",Dollars,"60118.86737","403","60119"
Flushing,All Households,"2007",Dollars,"64686.06205","407","64686"
Bayside,All Households,"2007",Dollars,"86645.67794","411","86646"
Queens Village,All Households,"2007",Dollars,"92735.68286","413","92736"
Fresh Meadows/Briarwood,All Households,"2007",Dollars,"68345.99803","408","68346"
Elmhurst/Corona,All Households,"2007",Dollars,"55107.93171","404","55108"
Rego Park/Forest Hills,All Households,"2007",Dollars,"78444.50427","406","78445"
Sunnyside/Woodside,All Households,"2007",Dollars,"65851.65463","402","65852"
Ridgewood/Glendale,All Households,"2007",Dollars,"62721.98293","405","62722"
Woodhaven,All Households,"2007",Dollars,"64362.21766","409","64362"
Jamaica/St. Albans,All Households,"2007",Dollars,"59897.6149","412","59898"
Howard Beach,All Households,"2007",Dollars,"73993.49803","410","73993"
The Rockaways,All Households,"2007",Dollars,"51960.95535","414","51961"
Bronx,All Households,"2007",Dollars,"42218.43073","36005","42218"
Brooklyn,All Households,"2007",Dollars,"51179.77347","36047","51180"
Manhattan,All Households,"2007",Dollars,"79375.24787","36061","79375"
Queens,All Households,"2007",Dollars,"65721.86967","36081","65722"
Staten Island,All Households,"2007",Dollars,"82796.62672","36085","82797"
